SalesOrderID,ProductID,OrderQty,UnitPrice,TerritoryID
43841,753,1,3578.27,8
43842,751,1,3578.27,9
43919,753,1,3578.27,7
43921,752,1,3578.27,9
43922,749,1,3578.27,8
43924,749,1,3578.27,7
43925,753,1,3578.27,9
43926,778,1,3374.99,9
43927,753,1,3578.27,9
43928,752,1,3578.27,9
43929,760,1,699.0982,9
43931,752,1,3578.27,8
43932,753,1,3578.27,9
43933,774,1,3399.99,9
43934,773,1,3399.99,9
43935,766,1,699.0982,10
43937,751,1,3578.27,9
43938,749,1,3578.27,9
43939,751,1,3578.27,9
43940,767,1,699.0982,9
43941,753,1,3578.27,10
43942,749,1,3578.27,9
43944,771,1,3399.99,9
43945,749,1,3578.27,9
43946,752,1,3578.27,9
43947,749,1,3578.27,9
43948,772,1,3399.99,9
43951,750,1,3578.27,9
43952,751,1,3578.27,9
43953,770,1,699.0982,10
43954,750,1,3578.27,10
43955,753,1,3578.27,10
43956,771,1,3399.99,9
43958,751,1,3578.27,9
43959,775,1,3374.99,9
43960,776,1,3374.99,9
43963,753,1,3578.27,9
43964,751,1,3578.27,9
43965,778,1,3374.99,9
43966,774,1,3399.99,9
43970,750,1,3578.27,9
43971,753,1,3578.27,9
43974,751,1,3578.27,10
43975,751,1,3578.27,8
43977,751,1,3578.27,9
43980,778,1,3374.99,9
43981,753,1,3578.27,9
43982,770,1,699.0982,9
43984,750,1,3578.27,8
43985,752,1,3578.27,8
43988,771,1,3399.99,10
43991,749,1,3578.27,9
43992,750,1,3578.27,9
43993,753,1,3578.27,9
43998,775,1,3374.99,9
44003,770,1,699.0982,8
44006,749,1,3578.27,9
44007,759,1,699.0982,9
44010,749,1,3578.27,10
44011,749,1,3578.27,8
44012,776,1,3374.99,9
44013,751,1,3578.27,9
44015,750,1,3578.27,10
44016,777,1,3374.99,10
44019,749,1,3578.27,9
44020,750,1,3578.27,9
44021,775,1,3374.99,9
44024,753,1,3578.27,9
44025,753,1,3578.27,9
44026,749,1,3578.27,9
44028,751,1,3578.27,9
44029,777,1,3374.99,9
44030,750,1,3578.27,7
44031,752,1,3578.27,10
44032,771,1,3399.99,10
44033,753,1,3578.27,9
44034,752,1,3578.27,9
44035,751,1,3578.27,9
44036,749,1,3578.27,9
44037,763,1,699.0982,9
44039,770,1,699.0982,7
44040,778,1,3374.99,9
44041,752,1,3578.27,9
44042,752,1,3578.27,10
44043,750,1,3578.27,10
44044,753,1,3578.27,10
44045,771,1,3399.99,7
44048,753,1,3578.27,9
44049,753,1,3578.27,8
44050,749,1,3578.27,9
44051,749,1,3578.27,10
44052,753,1,3578.27,9
44053,768,1,699.0982,8
44054,753,1,3578.27,8
44055,749,1,3578.27,8
44056,753,1,3578.27,8
44058,777,1,3374.99,9
44059,752,1,3578.27,9
44060,770,1,699.0982,9
44063,771,1,3399.99,10
44067,749,1,3578.27,9
44068,752,1,3578.27,8
44069,776,1,3374.99,7
44071,752,1,3578.27,9
44072,750,1,3578.27,9
44073,778,1,3374.99,9
44134,749,1,3578.27,10
44137,753,1,3578.27,9
44138,749,1,3578.27,10
44139,750,1,3578.27,10
44140,750,1,3578.27,7
44141,752,1,3578.27,8
44144,751,1,3578.27,9
44145,749,1,3578.27,9
44146,752,1,3578.27,9
44147,749,1,3578.27,9
44149,751,1,3578.27,9
44150,751,1,3578.27,9
44151,763,1,699.0982,9
44152,773,1,3399.99,10
44157,753,1,3578.27,9
44158,750,1,3578.27,8
44161,753,1,3578.27,10
44165,752,1,3578.27,9
44167,753,1,3578.27,9
44168,752,1,3578.27,7
44173,751,1,3578.27,10
44174,750,1,3578.27,9
44175,752,1,3578.27,9
44176,753,1,3578.27,7
44177,777,1,3374.99,10
44180,774,1,3399.99,9
44181,751,1,3578.27,9
44182,749,1,3578.27,9
44184,753,1,3578.27,9
44185,749,1,3578.27,9
44187,752,1,3578.27,9
44188,766,1,699.0982,10
44189,760,1,699.0982,10
44190,775,1,3374.99,9
44191,749,1,3578.27,9
44192,751,1,3578.27,8
44194,749,1,3578.27,9
44195,752,1,3578.27,9
44196,753,1,3578.27,9
44199,752,1,3578.27,9
44200,750,1,3578.27,9
44201,752,1,3578.27,7
44205,751,1,3578.27,9
44206,774,1,3399.99,10
44209,750,1,3578.27,9
44210,749,1,3578.27,10
44213,749,1,3578.27,9
44214,750,1,3578.27,9
44216,753,1,3578.27,8
44220,772,1,3399.99,9
44221,753,1,3578.27,9
44222,750,1,3578.27,9
44223,749,1,3578.27,10
44225,760,1,699.0982,10
44226,752,1,3578.27,7
44227,776,1,3374.99,7
44228,771,1,3399.99,10
44230,751,1,3578.27,9
44231,766,1,699.0982,7
44232,751,1,3578.27,9
44233,749,1,3578.27,10
44237,749,1,3578.27,9
44238,750,1,3578.27,9
44239,750,1,3578.27,7
44240,750,1,3578.27,8
44243,751,1,3578.27,9
44244,751,1,3578.27,9
44245,764,1,699.0982,9
44246,751,1,3578.27,7
44247,749,1,3578.27,9
44248,752,1,3578.27,9
44249,752,1,3578.27,10
44252,751,1,3578.27,10
44256,751,1,3578.27,9
44257,752,1,3578.27,7
44258,749,1,3578.27,8
44262,760,1,699.0982,10
44263,749,1,3578.27,9
44264,752,1,3578.27,9
44265,759,1,699.0982,9
44266,767,1,699.0982,9
44267,767,1,699.0982,8
44268,751,1,3578.27,10
44270,753,1,3578.27,10
44271,753,1,3578.27,10
44272,750,1,3578.27,7
44275,750,1,3578.27,9
44276,752,1,3578.27,9
44277,750,1,3578.27,9
44278,749,1,3578.27,9
44279,752,1,3578.27,9
44320,753,1,3578.27,10
44322,763,1,699.0982,7
44323,771,1,3399.99,9
44324,750,1,3578.27,7
44325,778,1,3374.99,9
44326,751,1,3578.27,9
44328,749,1,3578.27,9
44329,750,1,3578.27,9
44332,749,1,3578.27,9
44333,772,1,3399.99,10
44335,761,1,699.0982,10
44337,778,1,3374.99,9
44338,753,1,3578.27,9
44339,750,1,3578.27,9
44340,753,1,3578.27,9
44343,753,1,3578.27,9
44344,749,1,3578.27,10
44347,751,1,3578.27,9
44348,752,1,3578.27,10
44355,774,1,3399.99,9
44356,772,1,3399.99,9
44357,749,1,3578.27,9
44358,749,1,3578.27,9
44359,750,1,3578.27,10
44360,750,1,3578.27,10
44361,749,1,3578.27,8
44364,775,1,3374.99,9
44365,752,1,3578.27,9
44366,752,1,3578.27,9
44367,763,1,699.0982,9
44368,753,1,3578.27,10
44370,752,1,3578.27,9
44371,750,1,3578.27,9
44372,749,1,3578.27,9
44373,749,1,3578.27,8
44374,749,1,3578.27,10
44375,749,1,3578.27,10
44376,776,1,3374.99,8
44379,778,1,3374.99,9
44380,749,1,3578.27,9
44381,752,1,3578.27,10
44382,774,1,3399.99,10
44387,778,1,3374.99,9
44388,749,1,3578.27,9
44389,752,1,3578.27,9
44390,753,1,3578.27,9
44391,752,1,3578.27,9
44392,753,1,3578.27,9
44393,772,1,3399.99,8
44398,751,1,3578.27,9
44401,751,1,3578.27,9
44402,753,1,3578.27,8
44407,778,1,3374.99,9
44408,778,1,3374.99,9
44409,759,1,699.0982,9
44412,776,1,3374.99,9
44413,749,1,3578.27,8
44416,772,1,3399.99,9
44417,750,1,3578.27,9
44418,750,1,3578.27,9
44419,749,1,3578.27,9
44420,750,1,3578.27,9
44421,752,1,3578.27,8
44422,762,1,699.0982,8
44424,751,1,3578.27,9
44425,750,1,3578.27,9
44426,753,1,3578.27,8
44427,753,1,3578.27,10
44430,752,1,3578.27,9
44431,751,1,3578.27,9
44432,753,1,3578.27,10
44437,771,1,3399.99,9
44438,751,1,3578.27,9
44439,749,1,3578.27,10
44440,751,1,3578.27,7
44443,749,1,3578.27,9
44444,750,1,3578.27,8
44445,753,1,3578.27,9
44446,752,1,3578.27,9
44447,751,1,3578.27,7
44452,765,1,699.0982,10
44453,749,1,3578.27,9
44454,749,1,3578.27,9
44455,751,1,3578.27,9
44456,759,1,699.0982,9
44460,766,1,699.0982,10
44461,752,1,3578.27,9
44462,750,1,3578.27,10
44463,765,1,699.0982,8
44467,773,1,3399.99,9
44468,778,1,3374.99,9
44469,753,1,3578.27,9
44470,752,1,3578.27,9
44471,760,1,699.0982,9
44472,751,1,3578.27,8
44475,772,1,3399.99,9
44476,753,1,3578.27,9
44477,749,1,3578.27,9
44478,753,1,3578.27,9
44479,777,1,3374.99,8
44571,774,1,3399.99,8
44574,776,1,3374.99,9
44575,771,1,3399.99,9
44580,753,1,3578.27,8
44581,775,1,3374.99,9
44582,773,1,3399.99,9
44583,749,1,3578.27,9
44589,773,1,3399.99,9
44590,749,1,3578.27,8
44591,764,1,699.0982,7
44594,749,1,3578.27,9
44595,772,1,3399.99,9
44596,752,1,3578.27,9
44597,749,1,3578.27,7
44598,775,1,3374.99,8
44600,753,1,3578.27,9
44601,772,1,3399.99,9
44602,753,1,3578.27,10
44603,770,1,699.0982,10
44604,760,1,699.0982,8
44608,752,1,3578.27,9
44609,750,1,3578.27,9
44610,752,1,3578.27,9
44611,753,1,3578.27,8
44618,753,1,3578.27,9
44619,751,1,3578.27,8
44620,751,1,3578.27,9
44621,752,1,3578.27,9
44622,750,1,3578.27,8
44623,751,1,3578.27,7
44624,770,1,699.0982,8
44626,752,1,3578.27,9
44627,776,1,3374.99,9
44628,775,1,3374.99,9
44629,750,1,3578.27,9
44632,753,1,3578.27,9
44633,749,1,3578.27,9
44634,750,1,3578.27,9
44635,749,1,3578.27,9
44636,753,1,3578.27,10
44640,752,1,3578.27,9
44641,752,1,3578.27,9
44642,764,1,699.0982,9
44643,753,1,3578.27,7
44644,750,1,3578.27,7
44645,771,1,3399.99,10
44646,771,1,3399.99,8
44650,778,1,3374.99,9
44651,752,1,3578.27,10
44652,777,1,3374.99,7
44653,762,1,699.0982,10
44655,773,1,3399.99,9
44656,750,1,3578.27,9
44657,777,1,3374.99,9
44658,751,1,3578.27,9
44659,752,1,3578.27,9
44662,776,1,3374.99,9
44663,752,1,3578.27,9
44664,750,1,3578.27,9
44665,766,1,699.0982,9
44670,752,1,3578.27,9
44671,750,1,3578.27,9
44672,749,1,3578.27,9
44673,753,1,3578.27,8
44675,767,1,699.0982,9
44676,751,1,3578.27,9
44679,773,1,3399.99,9
44680,751,1,3578.27,7
44681,770,1,699.0982,7
44685,749,1,3578.27,9
44686,752,1,3578.27,10
44687,770,1,699.0982,10
44688,749,1,3578.27,9
44689,749,1,3578.27,9
44690,771,1,3399.99,9
44691,773,1,3399.99,7
44696,752,1,3578.27,9
44697,749,1,3578.27,9
44698,762,1,699.0982,9
44702,753,1,3578.27,9
44703,750,1,3578.27,7
44704,777,1,3374.99,8
44709,750,1,3578.27,9
44711,749,1,3578.27,9
44712,775,1,3374.99,9
44718,753,1,3578.27,9
44719,752,1,3578.27,10
44722,749,1,3578.27,8
44723,772,1,3399.99,8
44727,752,1,3578.27,9
44728,771,1,3399.99,9
44729,749,1,3578.27,7
44730,750,1,3578.27,10
44732,751,1,3578.27,9
44733,752,1,3578.27,9
44734,752,1,3578.27,7
44737,753,1,3578.27,9
44738,752,1,3578.27,9
44739,751,1,3578.27,9
44803,749,1,3578.27,7
44806,750,1,3578.27,9
44807,777,1,3374.99,9
44808,750,1,3578.27,8
44809,770,1,699.0982,10
44813,751,1,3578.27,9
44814,752,1,3578.27,9
44815,778,1,3374.99,9
44816,751,1,3578.27,7
44817,751,1,3578.27,10
44822,750,1,3578.27,9
44823,752,1,3578.27,9
44824,751,1,3578.27,9
44825,751,1,3578.27,9
44826,753,1,3578.27,7
44830,753,1,3578.27,9
44831,777,1,3374.99,8
44835,750,1,3578.27,9
44836,753,1,3578.27,9
44837,751,1,3578.27,8
44838,750,1,3578.27,8
44841,753,1,3578.27,9
44842,749,1,3578.27,8
44846,753,1,3578.27,9
44847,773,1,3399.99,9
44848,775,1,3374.99,7
44849,760,1,699.0982,7
44850,767,1,699.0982,8
44857,749,1,3578.27,9
44858,751,1,3578.27,9
44859,749,1,3578.27,9
44860,749,1,3578.27,9
44861,753,1,3578.27,9
44862,752,1,3578.27,9
44863,749,1,3578.27,9
44864,775,1,3374.99,9
44865,778,1,3374.99,9
44866,777,1,3374.99,9
44867,752,1,3578.27,10
44869,751,1,3578.27,9
44870,750,1,3578.27,9
44871,772,1,3399.99,9
44874,759,1,699.0982,7
44880,750,1,3578.27,9
44881,752,1,3578.27,9
44882,750,1,3578.27,9
44883,753,1,3578.27,9
44884,751,1,3578.27,9
44885,749,1,3578.27,10
44889,775,1,3374.99,10
44890,773,1,3399.99,10
44897,753,1,3578.27,9
44898,749,1,3578.27,9
44899,778,1,3374.99,10
44900,753,1,3578.27,10
44901,752,1,3578.27,7
44902,753,1,3578.27,8
44903,752,1,3578.27,9
44904,777,1,3374.99,9
44905,751,1,3578.27,8
44906,750,1,3578.27,10
44907,761,1,699.0982,8
44913,750,1,3578.27,9
44914,750,1,3578.27,9
44915,751,1,3578.27,9
44916,750,1,3578.27,9
44917,749,1,3578.27,8
44918,777,1,3374.99,8
44921,751,1,3578.27,9
44922,753,1,3578.27,9
44923,751,1,3578.27,9
44925,752,1,3578.27,9
44926,763,1,699.0982,9
44927,775,1,3374.99,9
44928,753,1,3578.27,10
44929,751,1,3578.27,7
44932,751,1,3578.27,9
44933,751,1,3578.27,9
44934,751,1,3578.27,10
44935,751,1,3578.27,7
44940,750,1,3578.27,9
44941,749,1,3578.27,9
44942,749,1,3578.27,9
44943,764,1,699.0982,9
44944,765,1,699.0982,9
44945,760,1,699.0982,9
44946,776,1,3374.99,9
44947,773,1,3399.99,9
44948,751,1,3578.27,7
44949,776,1,3374.99,8
44955,770,1,699.0982,9
44956,778,1,3374.99,9
44958,765,1,699.0982,10
44966,753,1,3578.27,9
44967,749,1,3578.27,10
44968,770,1,699.0982,8
44973,753,1,3578.27,9
44974,751,1,3578.27,10
44979,749,1,3578.27,9
44980,749,1,3578.27,9
44981,749,1,3578.27,9
44985,750,1,3578.27,9
44986,763,1,699.0982,9
44987,753,1,3578.27,7
44988,768,1,699.0982,7
44991,753,1,3578.27,9
44992,750,1,3578.27,9
44993,777,1,3374.99,9
44999,750,1,3578.27,9
45000,751,1,3578.27,9
45001,751,1,3578.27,9
45002,751,1,3578.27,8
45006,751,1,3578.27,7
45007,749,1,3578.27,8
45008,752,1,3578.27,10
45009,768,1,699.0982,8
45013,749,1,3578.27,9
45014,760,1,699.0982,9
45015,773,1,3399.99,9
45016,749,1,3578.27,10
45018,752,1,3578.27,9
45019,752,1,3578.27,9
45020,750,1,3578.27,9
45021,775,1,3374.99,9
45022,777,1,3374.99,9
45023,749,1,3578.27,8
45024,771,1,3399.99,8
45028,753,1,3578.27,9
45029,750,1,3578.27,9
45030,775,1,3374.99,9
45031,752,1,3578.27,10
45032,750,1,3578.27,8
45037,765,1,699.0982,9
45078,752,1,3578.27,7
45082,777,1,3374.99,9
45083,751,1,3578.27,10
45085,751,1,3578.27,9
45086,753,1,3578.27,9
45087,777,1,3374.99,10
45088,772,1,3399.99,10
45091,753,1,3578.27,9
45092,752,1,3578.27,9
45093,751,1,3578.27,9
45095,771,1,3399.99,10
45096,751,1,3578.27,7
45100,762,1,699.0982,8
45109,750,1,3578.27,10
45110,750,1,3578.27,9
45111,762,1,699.0982,9
45112,761,1,699.0982,10
45118,753,1,3578.27,9
45119,753,1,3578.27,9
45120,771,1,3399.99,9
45124,752,1,3578.27,9
45125,751,1,3578.27,9
45126,750,1,3578.27,7
45128,749,1,3578.27,9
45129,777,1,3374.99,9
45130,752,1,3578.27,10
45136,751,1,3578.27,9
45137,749,1,3578.27,9
45138,776,1,3374.99,9
45139,753,1,3578.27,7
45140,751,1,3578.27,7
45144,750,1,3578.27,9
45145,753,1,3578.27,9
45146,749,1,3578.27,10
45149,753,1,3578.27,10
45153,749,1,3578.27,9
45154,752,1,3578.27,9
45155,751,1,3578.27,9
45156,771,1,3399.99,9
45157,771,1,3399.99,9
45158,771,1,3399.99,7
45159,776,1,3374.99,10
45160,749,1,3578.27,10
45162,751,1,3578.27,9
45163,763,1,699.0982,9
45164,776,1,3374.99,9
45166,751,1,3578.27,9
45167,750,1,3578.27,9
45168,751,1,3578.27,9
45169,753,1,3578.27,9
45170,778,1,3374.99,9
45171,772,1,3399.99,9
45172,766,1,699.0982,7
45177,753,1,3578.27,9
45178,774,1,3399.99,9
45179,778,1,3374.99,9
45180,750,1,3578.27,10
45181,749,1,3578.27,10
45182,751,1,3578.27,9
45183,766,1,699.0982,9
45184,759,1,699.0982,9
45185,749,1,3578.27,10
45186,752,1,3578.27,10
45187,749,1,3578.27,10
45188,750,1,3578.27,10
45190,752,1,3578.27,9
45192,753,1,3578.27,10
45195,752,1,3578.27,9
45196,750,1,3578.27,9
45197,753,1,3578.27,9
45198,752,1,3578.27,10
45199,773,1,3399.99,8
45202,753,1,3578.27,9
45203,753,1,3578.27,9
45204,772,1,3399.99,9
45205,771,1,3399.99,7
45206,752,1,3578.27,7
45211,750,1,3578.27,9
45212,753,1,3578.27,9
45213,776,1,3374.99,9
45214,749,1,3578.27,7
45223,751,1,3578.27,9
45224,750,1,3578.27,9
45228,753,1,3578.27,9
45229,776,1,3374.99,10
45231,753,1,3578.27,9
45232,749,1,3578.27,9
45233,771,1,3399.99,9
45234,763,1,699.0982,7
45236,751,1,3578.27,9
45237,753,1,3578.27,9
45238,773,1,3399.99,9
45239,763,1,699.0982,8
45243,766,1,699.0982,9
45244,777,1,3374.99,9
45245,749,1,3578.27,9
45246,749,1,3578.27,9
45247,766,1,699.0982,9
45248,771,1,3399.99,9
45249,749,1,3578.27,10
45250,749,1,3578.27,8
45251,766,1,699.0982,8
45257,753,1,3578.27,9
45258,769,1,699.0982,9
45264,776,1,3374.99,9
45265,777,1,3374.99,9
45345,752,1,3578.27,10
45348,750,1,3578.27,9
45349,751,1,3578.27,9
45350,750,1,3578.27,9
45351,752,1,3578.27,7
45352,752,1,3578.27,10
45354,769,1,699.0982,8
45356,752,1,3578.27,9
45357,778,1,3374.99,7
45362,752,1,3578.27,9
45363,751,1,3578.27,9
45364,750,1,3578.27,8
45365,752,1,3578.27,10
45366,764,1,699.0982,7
45367,763,1,699.0982,10
45369,753,1,3578.27,9
45370,751,1,3578.27,9
45371,749,1,3578.27,10
45372,775,1,3374.99,7
45375,752,1,3578.27,9
45376,771,1,3399.99,9
45377,752,1,3578.27,10
45380,761,1,699.0982,7
45386,751,1,3578.27,9
45390,749,1,3578.27,9
45391,752,1,3578.27,9
45392,771,1,3399.99,9
45393,751,1,3578.27,8
45394,775,1,3374.99,10
45396,751,1,3578.27,9
45397,752,1,3578.27,10
45398,751,1,3578.27,10
45399,750,1,3578.27,9
45400,752,1,3578.27,8
45401,749,1,3578.27,10
45402,771,1,3399.99,10
45409,751,1,3578.27,9
45410,749,1,3578.27,8
45414,764,1,699.0982,7
45418,750,1,3578.27,9
45419,753,1,3578.27,9
45420,752,1,3578.27,9
45421,752,1,3578.27,9
45425,749,1,3578.27,10
45426,751,1,3578.27,8
45427,776,1,3374.99,8
45428,773,1,3399.99,10
45432,751,1,3578.27,8
45433,749,1,3578.27,7
45435,767,1,699.0982,10
45439,762,1,699.0982,9
45440,751,1,3578.27,8
45444,749,1,3578.27,9
45445,749,1,3578.27,9
45447,752,1,3578.27,9
45448,761,1,699.0982,9
45449,749,1,3578.27,8
45452,753,1,3578.27,9
45453,750,1,3578.27,7
45455,749,1,3578.27,8
45458,750,1,3578.27,9
45459,749,1,3578.27,9
45460,766,1,699.0982,9
45464,753,1,3578.27,9
45465,770,1,699.0982,9
45466,750,1,3578.27,9
45467,772,1,3399.99,10
45472,752,1,3578.27,9
45473,749,1,3578.27,9
45474,749,1,3578.27,9
45475,752,1,3578.27,9
45476,753,1,3578.27,9
45477,752,1,3578.27,8
45479,752,1,3578.27,9
45480,752,1,3578.27,9
45481,752,1,3578.27,9
45482,749,1,3578.27,7
45483,753,1,3578.27,8
45487,752,1,3578.27,9
45488,750,1,3578.27,9
45489,749,1,3578.27,9
45492,764,1,699.0982,8
45494,749,1,3578.27,9
45495,770,1,699.0982,9
45505,752,1,3578.27,9
45506,750,1,3578.27,9
45507,753,1,3578.27,9
45508,749,1,3578.27,7
45509,749,1,3578.27,8
45511,750,1,3578.27,7
45515,749,1,3578.27,9
45580,749,1,3578.27,8
45584,767,1,699.0982,9
45585,778,1,3374.99,9
45586,750,1,3578.27,7
45589,753,1,3578.27,9
45590,750,1,3578.27,9
45591,762,1,699.0982,9
45592,772,1,3399.99,9
45593,749,1,3578.27,10
45596,765,1,699.0982,10
45599,751,1,3578.27,9
45600,752,1,3578.27,9
45601,775,1,3374.99,9
45602,751,1,3578.27,7
45606,751,1,3578.27,9
45607,764,1,699.0982,9
45608,776,1,3374.99,9
45609,750,1,3578.27,8
45612,751,1,3578.27,8
45615,770,1,699.0982,7
45616,753,1,3578.27,8
45617,750,1,3578.27,10
45618,750,1,3578.27,7
45619,750,1,3578.27,9
45620,753,1,3578.27,9
45621,773,1,3399.99,9
45622,771,1,3399.99,7
45623,750,1,3578.27,8
45627,761,1,699.0982,7
45628,753,1,3578.27,9
45629,774,1,3399.99,9
45630,778,1,3374.99,9
45631,777,1,3374.99,8
45632,753,1,3578.27,8
45634,753,1,3578.27,9
45639,750,1,3578.27,9
45640,750,1,3578.27,9
45643,749,1,3578.27,8
45644,777,1,3374.99,7
45645,778,1,3374.99,10
45648,751,1,3578.27,9
45651,750,1,3578.27,9
45652,766,1,699.0982,9
45653,774,1,3399.99,9
45654,775,1,3374.99,7
45660,751,1,3578.27,9
45661,770,1,699.0982,9
45662,777,1,3374.99,9
45663,774,1,3399.99,9
45664,751,1,3578.27,8
45667,753,1,3578.27,9
45672,769,1,699.0982,8
45673,751,1,3578.27,9
45674,753,1,3578.27,9
45675,769,1,699.0982,9
45676,776,1,3374.99,9
45677,775,1,3374.99,9
45681,753,1,3578.27,9
45682,751,1,3578.27,9
45683,750,1,3578.27,8
45684,772,1,3399.99,10
45685,760,1,699.0982,7
45689,751,1,3578.27,9
45690,749,1,3578.27,9
45691,771,1,3399.99,9
45692,752,1,3578.27,8
45693,752,1,3578.27,10
45694,751,1,3578.27,10
45702,759,1,699.0982,7
45703,749,1,3578.27,9
45704,751,1,3578.27,8
45707,772,1,3399.99,9
45708,752,1,3578.27,9
45709,752,1,3578.27,9
45710,749,1,3578.27,9
45711,752,1,3578.27,9
45712,773,1,3399.99,9
45713,753,1,3578.27,10
45715,749,1,3578.27,9
45716,749,1,3578.27,9
45720,752,1,3578.27,9
45721,772,1,3399.99,9
45722,778,1,3374.99,9
45724,751,1,3578.27,7
45725,751,1,3578.27,8
45726,752,1,3578.27,7
45727,777,1,3374.99,9
45728,752,1,3578.27,8
45729,752,1,3578.27,10
45730,777,1,3374.99,7
45735,753,1,3578.27,9
45736,749,1,3578.27,9
45737,750,1,3578.27,9
45738,773,1,3399.99,9
45739,775,1,3374.99,9
45740,753,1,3578.27,9
45741,753,1,3578.27,9
45742,751,1,3578.27,9
45743,752,1,3578.27,9
45744,778,1,3374.99,9
45745,751,1,3578.27,10
45748,765,1,699.0982,7
45749,750,1,3578.27,8
45752,753,1,3578.27,9
45753,750,1,3578.27,9
45757,751,1,3578.27,7
45758,751,1,3578.27,10
45762,751,1,3578.27,7
45763,753,1,3578.27,9
45764,749,1,3578.27,9
45765,777,1,3374.99,8
45770,750,1,3578.27,9
45772,752,1,3578.27,9
45773,750,1,3578.27,9
45775,753,1,3578.27,8
45777,773,1,3399.99,9
45817,750,1,3578.27,8
45819,751,1,3578.27,9
45820,769,1,699.0982,9
45822,751,1,3578.27,9
45823,750,1,3578.27,9
45827,751,1,3578.27,10
45829,749,1,3578.27,9
45830,753,1,3578.27,9
45831,752,1,3578.27,9
45832,778,1,3374.99,9
45836,750,1,3578.27,8
45838,750,1,3578.27,9
45839,776,1,3374.99,9
45840,776,1,3374.99,8
45841,750,1,3578.27,7
45849,751,1,3578.27,9
45852,769,1,699.0982,7
45853,752,1,3578.27,10
45854,751,1,3578.27,10
45856,750,1,3578.27,9
45857,778,1,3374.99,9
45858,777,1,3374.99,9
45859,753,1,3578.27,7
45861,750,1,3578.27,7
45862,751,1,3578.27,8
45864,750,1,3578.27,9
45865,751,1,3578.27,9
45866,749,1,3578.27,10
45868,749,1,3578.27,8
45869,749,1,3578.27,8
45871,762,1,699.0982,9
45872,774,1,3399.99,8
45875,749,1,3578.27,9
45876,753,1,3578.27,9
45877,778,1,3374.99,9
45878,749,1,3578.27,7
45879,768,1,699.0982,8
45885,752,1,3578.27,7
45888,749,1,3578.27,9
45889,777,1,3374.99,9
45890,776,1,3374.99,8
45891,773,1,3399.99,8
45892,751,1,3578.27,9
45894,765,1,699.0982,8
45896,750,1,3578.27,7
45902,753,1,3578.27,10
45903,749,1,3578.27,10
45904,750,1,3578.27,9
45905,750,1,3578.27,9
45906,751,1,3578.27,9
45907,749,1,3578.27,9
45908,774,1,3399.99,9
45909,776,1,3374.99,9
45914,776,1,3374.99,9
45915,774,1,3399.99,9
45916,773,1,3399.99,9
45917,773,1,3399.99,8
