SpecialOfferID,Description,ProductID,Name,Year,TerritoryID,TotalOrderQuantity,LineTotal
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2013,3,5347680,106356349.70688
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2013,4,19745280,384833231.55648005
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2013,5,19745280,389238828.048
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2013,6,26327040,523600490.86464
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2013,8,4936320,98175092.03712
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2013,10,9872640,192573958.51008
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2014,1,5759040,114537607.37663999
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2014,2,9049920,179987668.73472
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2014,3,5347680,106356349.70688
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2014,4,4524960,89993834.36736
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2014,5,4524960,89993834.36736
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2014,6,22213440,441787914.16703993
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2014,7,4524960,89993834.36736
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2014,8,4524960,89993834.36736
2,Volume Discount 11 to 14,708,"Sport-100 Helmet, Black",2014,10,18922560,376337852.80896
2,Volume Discount 11 to 14,709,"Mountain Bike Socks, M",2011,1,2714976,14660327.404800002
2,Volume Discount 11 to 14,709,"Mountain Bike Socks, M",2011,5,3469136,18732640.5728
2,Volume Discount 11 to 14,709,"Mountain Bike Socks, M",2011,6,904992,4886775.8016
2,Volume Discount 11 to 14,709,"Mountain Bike Socks, M",2012,1,904992,4886775.8016
2,Volume Discount 11 to 14,709,"Mountain Bike Socks, M",2012,4,1055824,5701238.4352
2,Volume Discount 11 to 14,709,"Mountain Bike Socks, M",2012,6,1055824,5701238.4352
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2011,1,4600376,87974499.171328
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2012,2,16728640,319907269.71391994
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2012,4,5018592,95972180.914176
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2012,6,25929392,495856268.056576
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2013,1,5018592,99811343.571072
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2013,2,5436808,103969862.657024
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2013,4,21329016,407881768.885248
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2013,5,11291832,224575523.034912
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2013,6,30947984,611664122.698048
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2013,7,11291832,224575523.034912
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2013,8,15892208,316069254.64172804
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2013,10,10037184,199622687.142144
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2014,1,4600376,91493731.60681601
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2014,3,9200752,182987463.21363202
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2014,4,5436808,108128955.535328
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2014,5,10455400,207940299.10639998
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2014,6,19237936,382610150.355776
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2014,7,15892208,316069254.64172804
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2014,8,10455400,207940299.10639998
2,Volume Discount 11 to 14,711,"Sport-100 Helmet, Blue",2014,10,4600376,91493731.60681601
2,Volume Discount 11 to 14,712,AWC Logo Cap,2011,3,9214464,45273683.976192
2,Volume Discount 11 to 14,712,AWC Logo Cap,2011,6,4991168,24523245.487104
2,Volume Discount 11 to 14,712,AWC Logo Cap,2012,2,14205632,69796929.463296
2,Volume Discount 11 to 14,712,AWC Logo Cap,2012,4,14589568,71683332.962304
2,Volume Discount 11 to 14,712,AWC Logo Cap,2012,5,8830528,43387280.477184
2,Volume Discount 11 to 14,712,AWC Logo Cap,2012,6,38393600,188640349.90080002
2,Volume Discount 11 to 14,712,AWC Logo Cap,2012,10,5375104,26409648.986112
2,Volume Discount 11 to 14,712,AWC Logo Cap,2013,1,8830528,45123256.315648004
2,Volume Discount 11 to 14,712,AWC Logo Cap,2013,2,23804032,119674196.51174401
2,Volume Discount 11 to 14,712,AWC Logo Cap,2013,3,5375104,27466329.931264002
2,Volume Discount 11 to 14,712,AWC Logo Cap,2013,4,16125312,81342308.84864
2,Volume Discount 11 to 14,712,AWC Logo Cap,2013,5,9214464,46179410.500608005
2,Volume Discount 11 to 14,712,AWC Logo Cap,2013,6,29563072,150008133.6768
2,Volume Discount 11 to 14,712,AWC Logo Cap,2013,7,18428928,93340024.736
2,Volume Discount 11 to 14,712,AWC Logo Cap,2013,8,23804032,121636603.981312
2,Volume Discount 11 to 14,712,AWC Logo Cap,2013,10,17661056,89416263.317248
2,Volume Discount 11 to 14,712,AWC Logo Cap,2014,1,13437760,68665824.82816
2,Volume Discount 11 to 14,712,AWC Logo Cap,2014,3,8830528,45123256.315648004
2,Volume Discount 11 to 14,712,AWC Logo Cap,2014,4,13437760,68665824.82816
2,Volume Discount 11 to 14,712,AWC Logo Cap,2014,5,5375104,27466329.931264002
2,Volume Discount 11 to 14,712,AWC Logo Cap,2014,6,25339776,129484126.818816
2,Volume Discount 11 to 14,712,AWC Logo Cap,2014,7,9214464,47085137.025024004
2,Volume Discount 11 to 14,712,AWC Logo Cap,2014,8,4607232,23542568.512512002
2,Volume Discount 11 to 14,712,AWC Logo Cap,2014,10,4991168,25504449.221888002
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2012,1,1168948,31937319.26616
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2012,3,1275216,34840711.92672
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2012,4,3931916,107425528.44072
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2012,5,2656700,72584816.514
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2012,6,1381484,37744104.58728
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2012,7,1275216,34840711.92672
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2013,1,2656700,75488313.31719999
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2013,3,2550432,72468780.784512
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2013,4,3931916,110445165.116048
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2013,5,1168948,33214857.859568
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2013,6,7863832,223445407.418912
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2013,7,2762968,76998027.512224
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2013,8,1168948,33214857.859568
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2013,9,1168948,33214857.859568
2,Volume Discount 11 to 14,714,"Long-Sleeve Logo Jersey, M",2014,9,1168948,33214857.859568
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2011,2,4566096,124752226.57631999
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2011,6,4185588,114356207.69496
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2012,3,9512700,259900472.03399998
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2012,4,19025400,519800944.06799996
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2012,5,8371176,228712415.38992
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2012,6,52510104,1434650605.62768
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2012,7,4185588,114356207.69496
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2012,10,10273716,280692509.79671997
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2013,1,18264384,513979710.467328
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2013,2,10654224,302732487.470784
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2013,3,5327112,151366243.735392
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2013,4,21688956,601721901.003216
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2013,5,14459304,410851232.99606407
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2013,6,38431308,1082018793.697296
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2013,7,9512700,270296863.8132
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2013,8,9132192,259484989.260672
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2013,9,19025400,540593727.6264
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2013,10,4566096,129742494.630336
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2014,1,4566096,129742494.630336
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2014,2,9132192,259484989.260672
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2014,3,4185588,118930620.07780801
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2014,4,9893208,281108738.365728
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2014,6,23210988,659524347.704208
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2014,7,5327112,151366243.735392
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2014,8,9132192,259484989.260672
2,Volume Discount 11 to 14,715,"Long-Sleeve Logo Jersey, L",2014,10,4566096,129742494.630336
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2012,4,10119456,276477907.54752
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2012,5,3373152,92159302.51584
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2012,6,9557264,261118023.79488
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2013,1,12087128,394651725.117248
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2013,4,1967672,98363923.28
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2013,6,9838360,358393170.067392
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2013,7,1405480,70259945.2
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2013,8,1686576,84311934.24
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2013,9,562192,28103978.080000002
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2013,10,843288,42155967.12
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2014,1,1686576,84311934.24
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2014,4,1686576,84311934.24
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2014,6,1686576,84311934.24
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2014,7,562192,28103978.080000002
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2014,9,843288,42155967.12
2,Volume Discount 11 to 14,716,"Long-Sleeve Logo Jersey, XL",2014,10,562192,28103978.080000002
2,Volume Discount 11 to 14,725,"LL Road Frame - Red, 44",2012,1,75416,14455425.752767999
2,Volume Discount 11 to 14,725,"LL Road Frame - Red, 44",2012,2,82272,15769555.366656002
2,Volume Discount 11 to 14,730,"LL Road Frame - Red, 62",2013,2,37708,7227712.876383999
2,Volume Discount 11 to 14,738,"LL Road Frame - Black, 52",2012,5,150832,26282590.933984
2,Volume Discount 11 to 14,738,"LL Road Frame - Black, 52",2013,4,150832,28910851.505535997
2,Volume Discount 11 to 14,738,"LL Road Frame - Black, 52",2013,7,150832,28910851.505535997
2,Volume Discount 11 to 14,738,"LL Road Frame - Black, 52",2013,10,150832,28910851.505535997
2,Volume Discount 11 to 14,748,"HL Mountain Frame - Silver, 38",2013,6,37708,29245638.514399998
2,Volume Discount 11 to 14,754,"Road-450 Red, 58",2011,6,89128,73862291.27804801
2,Volume Discount 11 to 14,754,"Road-450 Red, 58",2012,2,82272,68180576.564352
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2012,1,1199800,533972808.8968
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2012,2,1028400,457690979.05439997
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2012,4,5913300,2586771369.9716
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2012,6,3428000,1525636596.848
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2012,7,1885400,839100128.2664001
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2012,10,942700,419550064.13320005
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2013,1,1114100,495831893.9756
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2013,2,1199800,533972808.8968
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2013,3,942700,419550064.13320005
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2013,4,942700,419550064.13320005
2,Volume Discount 11 to 14,760,"Road-650 Red, 60",2013,7,1114100,495831893.9756
2,Volume Discount 11 to 14,761,"Road-650 Red, 62",2012,1,493632,219691669.946112
2,Volume Discount 11 to 14,761,"Road-650 Red, 62",2012,2,493632,219691669.946112
2,Volume Discount 11 to 14,761,"Road-650 Red, 62",2012,5,493632,219691669.946112
2,Volume Discount 11 to 14,761,"Road-650 Red, 62",2012,6,575904,256306948.270464
2,Volume Discount 11 to 14,761,"Road-650 Red, 62",2012,7,534768,237999309.10828802
2,Volume Discount 11 to 14,761,"Road-650 Red, 62",2013,1,493632,219691669.946112
2,Volume Discount 11 to 14,761,"Road-650 Red, 62",2013,2,452496,201384030.78393602
2,Volume Discount 11 to 14,761,"Road-650 Red, 62",2013,5,1028400,457690979.05439997
2,Volume Discount 11 to 14,761,"Road-650 Red, 62",2013,7,493632,219691669.946112
2,Volume Discount 11 to 14,762,"Road-650 Red, 44",2012,2,3565120,1586662060.72192
2,Volume Discount 11 to 14,762,"Road-650 Red, 44",2012,4,14534720,6468699170.63552
2,Volume Discount 11 to 14,762,"Road-650 Red, 44",2012,5,3565120,1586662060.72192
2,Volume Discount 11 to 14,762,"Road-650 Red, 44",2012,6,14808960,6590750098.38336
2,Volume Discount 11 to 14,762,"Road-650 Red, 44",2013,1,3290880,1464611132.97408
2,Volume Discount 11 to 14,762,"Road-650 Red, 44",2013,2,6856000,3051273193.6959996
2,Volume Discount 11 to 14,762,"Road-650 Red, 44",2013,4,3016640,1342560205.2262402
2,Volume Discount 11 to 14,762,"Road-650 Red, 44",2013,6,3290880,1464611132.97408
2,Volume Discount 11 to 14,763,"Road-650 Red, 48",2012,1,452496,201384030.78393602
2,Volume Discount 11 to 14,763,"Road-650 Red, 48",2012,3,493632,219691669.946112
2,Volume Discount 11 to 14,763,"Road-650 Red, 48",2012,4,452496,201384030.78393602
2,Volume Discount 11 to 14,763,"Road-650 Red, 48",2012,5,493632,219691669.946112
2,Volume Discount 11 to 14,763,"Road-650 Red, 48",2012,6,1563168,695690288.162688
2,Volume Discount 11 to 14,763,"Road-650 Red, 48",2013,4,575904,256306948.270464
2,Volume Discount 11 to 14,763,"Road-650 Red, 48",2013,10,493632,219691669.946112
2,Volume Discount 11 to 14,765,"Road-650 Black, 58",2012,1,411360,183076391.62176
2,Volume Discount 11 to 14,765,"Road-650 Black, 58",2012,4,479920,213589123.55872
2,Volume Discount 11 to 14,765,"Road-650 Black, 58",2012,6,822720,366152783.24352
2,Volume Discount 11 to 14,765,"Road-650 Black, 58",2012,10,445640,198332757.59024
2,Volume Discount 11 to 14,765,"Road-650 Black, 58",2013,3,377080,167820025.65328002
2,Volume Discount 11 to 14,765,"Road-650 Black, 58",2013,4,822720,366152783.24352
2,Volume Discount 11 to 14,765,"Road-650 Black, 58",2013,6,445640,198332757.59024
2,Volume Discount 11 to 14,766,"Road-650 Black, 60",2012,2,37708,16782002.565328002
2,Volume Discount 11 to 14,768,"Road-650 Black, 44",2013,4,41136,18307639.162175998
2,Volume Discount 11 to 14,770,"Road-650 Black, 52",2011,6,3342300,1328121261.558
2,Volume Discount 11 to 14,770,"Road-650 Black, 52",2012,2,1199800,476761478.508
2,Volume Discount 11 to 14,770,"Road-650 Black, 52",2012,3,2056800,915381958.1087999
2,Volume Discount 11 to 14,770,"Road-650 Black, 52",2012,4,2056800,915381958.1087999
2,Volume Discount 11 to 14,770,"Road-650 Black, 52",2012,6,6598900,2883725642.1428003
2,Volume Discount 11 to 14,770,"Road-650 Black, 52",2013,4,942700,419550064.13320005
2,Volume Discount 11 to 14,770,"Road-650 Black, 52",2013,6,1885400,839100128.2664001
2,Volume Discount 11 to 14,772,"Mountain-100 Silver, 42",2011,3,815864,1576701494.469024
2,Volume Discount 11 to 14,773,"Mountain-100 Silver, 44",2011,4,863856,1669448641.202496
2,Volume Discount 11 to 14,773,"Mountain-100 Silver, 44",2011,5,863856,1669448641.202496
2,Volume Discount 11 to 14,775,"Mountain-100 Black, 38",2011,5,1645440,3156520471.31904
2,Volume Discount 11 to 14,775,"Mountain-100 Black, 38",2012,5,822720,1578260235.65952
2,Volume Discount 11 to 14,776,"Mountain-100 Black, 42",2011,5,781584,1499347223.876544
2,Volume Discount 11 to 14,777,"Mountain-100 Black, 44",2011,1,603328,1157390839.483648
2,Volume Discount 11 to 14,777,"Mountain-100 Black, 44",2011,6,658176,1262608188.527616
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2012,1,13009260,15317036793.07032
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2012,10,6221820,7325539335.81624
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2013,1,10746780,17569746653.28696
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2013,3,6787440,8950477098.911041
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2013,4,9049920,20995723900.8
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2013,6,11312400,18315619744.86288
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2013,7,5090580,11810094694.199997
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2013,8,2828100,6561163718.999999
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2013,9,11878020,27556887619.799995
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2013,10,13009260,22818677628.486958
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2014,1,14140500,26575862420.53512
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2014,4,10181160,23620189388.399994
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2014,5,6221820,8204604007.33512
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2014,6,3959340,9185629206.599998
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2014,7,3959340,9185629206.599998
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2014,8,5090580,11810094694.199997
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2014,9,7353060,17059025669.399998
2,Volume Discount 11 to 14,779,"Mountain-200 Silver, 38",2014,10,8484300,19683491157.0
2,Volume Discount 11 to 14,780,"Mountain-200 Silver, 42",2012,1,263956,310780456.670992
2,Volume Discount 11 to 14,780,"Mountain-200 Silver, 42",2012,6,311948,367285994.247536
2,Volume Discount 11 to 14,780,"Mountain-200 Silver, 42",2012,10,263956,310780456.670992
2,Volume Discount 11 to 14,780,"Mountain-200 Silver, 42",2013,3,263956,348074109.40209603
2,Volume Discount 11 to 14,780,"Mountain-200 Silver, 42",2014,1,527912,696148218.8041921
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2012,1,5512224,6490064601.648768
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2012,6,5512224,6490064601.648768
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2013,1,9187040,16254361369.73155
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2013,3,6430928,8480351029.069248
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2013,4,11483800,20344061205.888767
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2013,6,459352,1065692046.4799999
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2013,7,1837408,4262768185.9199996
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2013,8,4593520,10656920464.8
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2013,9,7808984,18116764790.159996
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2013,10,4593520,10656920464.8
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2014,1,5512224,12788304557.759998
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2014,4,5052872,11722612511.279999
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2014,6,6430928,9860209090.851551
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2014,7,4593520,10656920464.8
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2014,8,3674816,8525536371.839999
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2014,9,6430928,14919688650.72
2,Volume Discount 11 to 14,781,"Mountain-200 Silver, 46",2014,10,2756112,6394152278.879999
2,Volume Discount 11 to 14,782,"Mountain-200 Black, 38",2012,4,527912,614863044.62352
2,Volume Discount 11 to 14,782,"Mountain-200 Black, 38",2012,6,527912,614863044.62352
2,Volume Discount 11 to 14,782,"Mountain-200 Black, 38",2013,1,942700,1229726052.2932
2,Volume Discount 11 to 14,782,"Mountain-200 Black, 38",2013,5,414788,541079463.009008
2,Volume Discount 11 to 14,782,"Mountain-200 Black, 38",2013,7,414788,541079463.009008
2,Volume Discount 11 to 14,782,"Mountain-200 Black, 38",2014,1,452496,590268505.100736
2,Volume Discount 11 to 14,782,"Mountain-200 Black, 38",2014,6,414788,541079463.009008
2,Volume Discount 11 to 14,783,"Mountain-200 Black, 42",2012,1,370224,431202654.67104
2,Volume Discount 11 to 14,783,"Mountain-200 Black, 42",2012,3,339372,395269100.11512
2,Volume Discount 11 to 14,783,"Mountain-200 Black, 42",2013,1,740448,965893917.4375681
2,Volume Discount 11 to 14,783,"Mountain-200 Black, 42",2013,3,339372,442701378.82555205
2,Volume Discount 11 to 14,783,"Mountain-200 Black, 42",2014,7,339372,442701378.82555205
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2012,1,25936248,42559252524.68736
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2012,4,33916632,59794065228.30168
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2012,6,997548,2044073811.2136
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2012,7,9975480,20440738112.136
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2012,8,5985288,12264442867.281599
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2012,9,31921536,65410361958.8352
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2012,10,14963220,30661107168.204
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2013,1,30923988,57648376206.02885
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2013,4,23941152,52246526822.1096
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2013,6,9975480,21421893605.3616
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2013,7,10973028,23956545163.187996
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2013,8,19950960,42353209464.1104
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2013,9,50874948,106210075358.34479
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2013,10,15960768,33931625345.9496
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2014,1,15960768,25760824671.292847
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2014,4,15960768,25760824671.292847
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2014,7,3990192,9157450738.08
2,Volume Discount 11 to 14,784,"Mountain-200 Black, 46",2014,8,4987740,11446813422.599998
