
DateID,Year,Quarter,Month,Day
240,2012,1,1,28
241,2012,1,1,29
242,2012,1,1,30
243,2012,1,1,31
244,2012,1,2,1
245,2012,1,2,2
246,2012,1,2,3
247,2012,1,2,4
248,2012,1,2,5
249,2012,1,2,6
250,2012,1,2,7
251,2012,1,2,8
252,2012,1,2,9
253,2012,1,2,10
254,2012,1,2,11
255,2012,1,2,12
256,2012,1,2,13
257,2012,1,2,14
258,2012,1,2,15
259,2012,1,2,16
260,2012,1,2,17
261,2012,1,2,18
262,2012,1,2,19
263,2012,1,2,20
264,2012,1,2,21
265,2012,1,2,22
266,2012,1,2,23
267,2012,1,2,24
268,2012,1,2,25
269,2012,1,2,26
270,2012,1,2,27
271,2012,1,2,28
272,2012,1,2,29
273,2012,1,3,1
274,2012,1,3,2
275,2012,1,3,3
276,2012,1,3,4
277,2012,1,3,5
278,2012,1,3,6
279,2012,1,3,7
280,2012,1,3,8
281,2012,1,3,9
282,2012,1,3,10
283,2012,1,3,11
284,2012,1,3,12
285,2012,1,3,13
286,2012,1,3,14
287,2012,1,3,15
288,2012,1,3,16
289,2012,1,3,17
290,2012,1,3,18
291,2012,1,3,19
292,2012,1,3,20
293,2012,1,3,21
294,2012,1,3,22
295,2012,1,3,23
296,2012,1,3,24
297,2012,1,3,25
298,2012,1,3,26
299,2012,1,3,27
300,2012,1,3,28
301,2012,1,3,29
302,2012,1,3,30
303,2012,1,3,31
304,2012,2,4,1
305,2012,2,4,2
306,2012,2,4,3
307,2012,2,4,4
308,2012,2,4,5
309,2012,2,4,6
310,2012,2,4,7
311,2012,2,4,8
312,2012,2,4,9
313,2012,2,4,10
314,2012,2,4,11
315,2012,2,4,12
316,2012,2,4,13
317,2012,2,4,14
318,2012,2,4,15
319,2012,2,4,16
320,2012,2,4,17
321,2012,2,4,18
322,2012,2,4,19
323,2012,2,4,20
324,2012,2,4,21
325,2012,2,4,22
326,2012,2,4,23
327,2012,2,4,24
328,2012,2,4,25
329,2012,2,4,26
330,2012,2,4,27
331,2012,2,4,28
332,2012,2,4,29
333,2012,2,4,30
334,2012,2,5,1
335,2012,2,5,2
336,2012,2,5,3
337,2012,2,5,4
338,2012,2,5,5
339,2012,2,5,6
340,2012,2,5,7
341,2012,2,5,8
342,2012,2,5,9
343,2012,2,5,10
344,2012,2,5,11
345,2012,2,5,12
346,2012,2,5,13
347,2012,2,5,14
348,2012,2,5,15
349,2012,2,5,16
350,2012,2,5,17
351,2012,2,5,18
352,2012,2,5,19
353,2012,2,5,20
354,2012,2,5,21
355,2012,2,5,22
356,2012,2,5,23
357,2012,2,5,24
358,2012,2,5,25
359,2012,2,5,26
360,2012,2,5,27
361,2012,2,5,28
362,2012,2,5,29
363,2012,2,5,30
364,2012,2,5,31
365,2012,2,6,1
366,2012,2,6,2
367,2012,2,6,3
368,2012,2,6,4
369,2012,2,6,5
370,2012,2,6,6
371,2012,2,6,7
372,2012,2,6,8
373,2012,2,6,9
374,2012,2,6,10
375,2012,2,6,11
376,2012,2,6,12
377,2012,2,6,13
378,2012,2,6,14
379,2012,2,6,15
380,2012,2,6,16
381,2012,2,6,17
382,2012,2,6,18
383,2012,2,6,19
384,2012,2,6,20
385,2012,2,6,21
386,2012,2,6,22
387,2012,2,6,23
388,2012,2,6,24
389,2012,2,6,25
390,2012,2,6,26
391,2012,2,6,27
392,2012,2,6,28
393,2012,2,6,29
394,2012,2,6,30
395,2012,3,7,1
396,2012,3,7,2
397,2012,3,7,3
398,2012,3,7,4
399,2012,3,7,5
400,2012,3,7,6
401,2012,3,7,7
402,2012,3,7,8
403,2012,3,7,9
404,2012,3,7,10
405,2012,3,7,11
406,2012,3,7,12
407,2012,3,7,13
408,2012,3,7,14
409,2012,3,7,15
410,2012,3,7,16
411,2012,3,7,17
412,2012,3,7,18
413,2012,3,7,19
414,2012,3,7,20
415,2012,3,7,21
416,2012,3,7,22
417,2012,3,7,23
418,2012,3,7,24
419,2012,3,7,25
420,2012,3,7,26
421,2012,3,7,27
422,2012,3,7,28
423,2012,3,7,29
424,2012,3,7,30
425,2012,3,7,31
426,2012,3,8,1
427,2012,3,8,2
428,2012,3,8,3
429,2012,3,8,4
430,2012,3,8,5
431,2012,3,8,6
432,2012,3,8,7
433,2012,3,8,8
434,2012,3,8,9
435,2012,3,8,10
436,2012,3,8,11
437,2012,3,8,12
438,2012,3,8,13
439,2012,3,8,14
440,2012,3,8,15
441,2012,3,8,16
442,2012,3,8,17
443,2012,3,8,18
444,2012,3,8,19
445,2012,3,8,20
446,2012,3,8,21
447,2012,3,8,22
448,2012,3,8,23
449,2012,3,8,24
450,2012,3,8,25
451,2012,3,8,26
452,2012,3,8,27
453,2012,3,8,28
454,2012,3,8,29
455,2012,3,8,30
456,2012,3,8,31
457,2012,3,9,1
458,2012,3,9,2
459,2012,3,9,3
460,2012,3,9,4
461,2012,3,9,5
462,2012,3,9,6
463,2012,3,9,7
464,2012,3,9,8
465,2012,3,9,9
466,2012,3,9,10
467,2012,3,9,11
468,2012,3,9,12
469,2012,3,9,13
470,2012,3,9,14
471,2012,3,9,15
472,2012,3,9,16
473,2012,3,9,17
474,2012,3,9,18
475,2012,3,9,19
476,2012,3,9,20
477,2012,3,9,21
478,2012,3,9,22
479,2012,3,9,23
480,2012,3,9,24
481,2012,3,9,25
482,2012,3,9,26
483,2012,3,9,27
484,2012,3,9,28
485,2012,3,9,29
486,2012,3,9,30
487,2012,4,10,1
488,2012,4,10,2
489,2012,4,10,3
490,2012,4,10,4
491,2012,4,10,5
492,2012,4,10,6
493,2012,4,10,7
494,2012,4,10,8
495,2012,4,10,9
496,2012,4,10,10
497,2012,4,10,11
498,2012,4,10,12
499,2012,4,10,13
500,2012,4,10,14
501,2012,4,10,15
502,2012,4,10,16
503,2012,4,10,17
504,2012,4,10,18
505,2012,4,10,19
506,2012,4,10,20
507,2012,4,10,21
508,2012,4,10,22
509,2012,4,10,23
510,2012,4,10,24
511,2012,4,10,25
512,2012,4,10,26
513,2012,4,10,27
514,2012,4,10,28
515,2012,4,10,29
516,2012,4,10,30
517,2012,4,10,31
518,2012,4,11,1
519,2012,4,11,2
520,2012,4,11,3
521,2012,4,11,4
522,2012,4,11,5
523,2012,4,11,6
524,2012,4,11,7
525,2012,4,11,8
526,2012,4,11,9
527,2012,4,11,10
528,2012,4,11,11
529,2012,4,11,12
530,2012,4,11,13
531,2012,4,11,14
532,2012,4,11,15
533,2012,4,11,16
534,2012,4,11,17
535,2012,4,11,18
536,2012,4,11,19
537,2012,4,11,20
538,2012,4,11,21
539,2012,4,11,22
540,2012,4,11,23
541,2012,4,11,24
542,2012,4,11,25
543,2012,4,11,26
544,2012,4,11,27
545,2012,4,11,28
546,2012,4,11,29
547,2012,4,11,30
548,2012,4,12,1
549,2012,4,12,2
550,2012,4,12,3
551,2012,4,12,4
552,2012,4,12,5
553,2012,4,12,6
554,2012,4,12,7
555,2012,4,12,8
556,2012,4,12,9
557,2012,4,12,10
558,2012,4,12,11
559,2012,4,12,12
560,2012,4,12,13
561,2012,4,12,14
562,2012,4,12,15
563,2012,4,12,16
564,2012,4,12,17
565,2012,4,12,18
566,2012,4,12,19
567,2012,4,12,20
568,2012,4,12,21
569,2012,4,12,22
570,2012,4,12,23
571,2012,4,12,24
572,2012,4,12,25
573,2012,4,12,26
574,2012,4,12,27
575,2012,4,12,28
576,2012,4,12,29
577,2012,4,12,30
578,2012,4,12,31
579,2013,1,1,1
580,2013,1,1,2
581,2013,1,1,3
582,2013,1,1,4
583,2013,1,1,5
584,2013,1,1,6
585,2013,1,1,7
586,2013,1,1,8
587,2013,1,1,9
588,2013,1,1,10
589,2013,1,1,11
590,2013,1,1,12
591,2013,1,1,13
592,2013,1,1,14
593,2013,1,1,15
594,2013,1,1,16
595,2013,1,1,17
596,2013,1,1,18
597,2013,1,1,19
598,2013,1,1,20
599,2013,1,1,21
600,2013,1,1,22
601,2013,1,1,23
602,2013,1,1,24
603,2013,1,1,25
604,2013,1,1,26
605,2013,1,1,27
606,2013,1,1,28
607,2013,1,1,29
608,2013,1,1,30
609,2013,1,1,31
610,2013,1,2,1
611,2013,1,2,2
612,2013,1,2,3
613,2013,1,2,4
614,2013,1,2,5
615,2013,1,2,6
616,2013,1,2,7
617,2013,1,2,8
618,2013,1,2,9
619,2013,1,2,10
620,2013,1,2,11
621,2013,1,2,12
622,2013,1,2,13
623,2013,1,2,14
624,2013,1,2,15
625,2013,1,2,16
626,2013,1,2,17
627,2013,1,2,18
628,2013,1,2,19
629,2013,1,2,20
630,2013,1,2,21
631,2013,1,2,22
632,2013,1,2,23
633,2013,1,2,24
634,2013,1,2,25
635,2013,1,2,26
636,2013,1,2,27
637,2013,1,2,28
638,2013,1,3,1
639,2013,1,3,2
640,2013,1,3,3
641,2013,1,3,4
642,2013,1,3,5
643,2013,1,3,6
644,2013,1,3,7
645,2013,1,3,8
646,2013,1,3,9
647,2013,1,3,10
648,2013,1,3,11
649,2013,1,3,12
650,2013,1,3,13
651,2013,1,3,14
652,2013,1,3,15
653,2013,1,3,16
654,2013,1,3,17
655,2013,1,3,18
656,2013,1,3,19
657,2013,1,3,20
658,2013,1,3,21
659,2013,1,3,22
660,2013,1,3,23
661,2013,1,3,24
662,2013,1,3,25
663,2013,1,3,26
664,2013,1,3,27
665,2013,1,3,28
666,2013,1,3,29
667,2013,1,3,30
668,2013,1,3,31
669,2013,2,4,1
670,2013,2,4,2
671,2013,2,4,3
672,2013,2,4,4
673,2013,2,4,5
674,2013,2,4,6
675,2013,2,4,7
676,2013,2,4,8
677,2013,2,4,9
678,2013,2,4,10
679,2013,2,4,11
680,2013,2,4,12
681,2013,2,4,13
682,2013,2,4,14
683,2013,2,4,15
684,2013,2,4,16
685,2013,2,4,17
686,2013,2,4,18
687,2013,2,4,19
688,2013,2,4,20
689,2013,2,4,21
690,2013,2,4,22
691,2013,2,4,23
692,2013,2,4,24
693,2013,2,4,25
694,2013,2,4,26
695,2013,2,4,27
696,2013,2,4,28
697,2013,2,4,29
698,2013,2,4,30
699,2013,2,5,1
700,2013,2,5,2
701,2013,2,5,3
702,2013,2,5,4
703,2013,2,5,5
704,2013,2,5,6
705,2013,2,5,7
706,2013,2,5,8
707,2013,2,5,9
708,2013,2,5,10
709,2013,2,5,11
710,2013,2,5,12
711,2013,2,5,13
712,2013,2,5,14
713,2013,2,5,15
714,2013,2,5,16
715,2013,2,5,17
716,2013,2,5,18
717,2013,2,5,19
718,2013,2,5,20
719,2013,2,5,21
720,2013,2,5,22
721,2013,2,5,23
722,2013,2,5,24
723,2013,2,5,25
724,2013,2,5,26
725,2013,2,5,27
726,2013,2,5,28
727,2013,2,5,29
728,2013,2,5,30
729,2013,2,5,31
730,2013,2,6,1
731,2013,2,6,2
732,2013,2,6,3
733,2013,2,6,4
734,2013,2,6,5
735,2013,2,6,6
736,2013,2,6,7
737,2013,2,6,8
738,2013,2,6,9
739,2013,2,6,10
740,2013,2,6,11
741,2013,2,6,12
742,2013,2,6,13
743,2013,2,6,14
744,2013,2,6,15
745,2013,2,6,16
746,2013,2,6,17
747,2013,2,6,18
748,2013,2,6,19
749,2013,2,6,20
750,2013,2,6,21
751,2013,2,6,22
752,2013,2,6,23
753,2013,2,6,24
754,2013,2,6,25
755,2013,2,6,26
756,2013,2,6,27
757,2013,2,6,28
758,2013,2,6,29
759,2013,2,6,30
760,2013,3,7,1
761,2013,3,7,2
762,2013,3,7,3
763,2013,3,7,4
764,2013,3,7,5
765,2013,3,7,6
766,2013,3,7,7
767,2013,3,7,8
768,2013,3,7,9
769,2013,3,7,10
770,2013,3,7,11
771,2013,3,7,12
772,2013,3,7,13
773,2013,3,7,14
774,2013,3,7,15
775,2013,3,7,16
776,2013,3,7,17
777,2013,3,7,18
778,2013,3,7,19
779,2013,3,7,20
780,2013,3,7,21
781,2013,3,7,22
782,2013,3,7,23
783,2013,3,7,24
784,2013,3,7,25
785,2013,3,7,26
786,2013,3,7,27
787,2013,3,7,28
788,2013,3,7,29
789,2013,3,7,30
790,2013,3,7,31
791,2013,3,8,1
792,2013,3,8,2
793,2013,3,8,3
794,2013,3,8,4
795,2013,3,8,5
796,2013,3,8,6
797,2013,3,8,7
798,2013,3,8,8
799,2013,3,8,9
800,2013,3,8,10
801,2013,3,8,11
802,2013,3,8,12
803,2013,3,8,13
804,2013,3,8,14
805,2013,3,8,15
806,2013,3,8,16
807,2013,3,8,17
808,2013,3,8,18
809,2013,3,8,19
810,2013,3,8,20
811,2013,3,8,21
812,2013,3,8,22
813,2013,3,8,23
814,2013,3,8,24
815,2013,3,8,25
816,2013,3,8,26
817,2013,3,8,27
818,2013,3,8,28
819,2013,3,8,29
820,2013,3,8,30
821,2013,3,8,31
822,2013,3,9,1
823,2013,3,9,2
824,2013,3,9,3
825,2013,3,9,4
826,2013,3,9,5
827,2013,3,9,6
828,2013,3,9,7
829,2013,3,9,8
830,2013,3,9,9
831,2013,3,9,10
832,2013,3,9,11
833,2013,3,9,12
834,2013,3,9,13
835,2013,3,9,14
836,2013,3,9,15
837,2013,3,9,16
838,2013,3,9,17
839,2013,3,9,18
840,2013,3,9,19
841,2013,3,9,20
842,2013,3,9,21
843,2013,3,9,22
844,2013,3,9,23
845,2013,3,9,24
846,2013,3,9,25
847,2013,3,9,26
848,2013,3,9,27
849,2013,3,9,28
850,2013,3,9,29
851,2013,3,9,30
852,2013,4,10,1
853,2013,4,10,2
854,2013,4,10,3
855,2013,4,10,4
856,2013,4,10,5
857,2013,4,10,6
858,2013,4,10,7
859,2013,4,10,8
860,2013,4,10,9
861,2013,4,10,10
862,2013,4,10,11
863,2013,4,10,12
864,2013,4,10,13
865,2013,4,10,14
866,2013,4,10,15
867,2013,4,10,16
868,2013,4,10,17
869,2013,4,10,18
870,2013,4,10,19
871,2013,4,10,20
872,2013,4,10,21
873,2013,4,10,22
874,2013,4,10,23
875,2013,4,10,24
876,2013,4,10,25
877,2013,4,10,26
878,2013,4,10,27
879,2013,4,10,28
880,2013,4,10,29
881,2013,4,10,30
882,2013,4,10,31
883,2013,4,11,1
884,2013,4,11,2
885,2013,4,11,3
886,2013,4,11,4
887,2013,4,11,5
888,2013,4,11,6
889,2013,4,11,7
890,2013,4,11,8
891,2013,4,11,9
892,2013,4,11,10
893,2013,4,11,11
894,2013,4,11,12
895,2013,4,11,13
896,2013,4,11,14
897,2013,4,11,15
898,2013,4,11,16
899,2013,4,11,17
900,2013,4,11,18
901,2013,4,11,19
902,2013,4,11,20
903,2013,4,11,21
904,2013,4,11,22
905,2013,4,11,23
906,2013,4,11,24
907,2013,4,11,25
908,2013,4,11,26
909,2013,4,11,27
910,2013,4,11,28
911,2013,4,11,29
912,2013,4,11,30
913,2013,4,12,1
914,2013,4,12,2
915,2013,4,12,3
916,2013,4,12,4
917,2013,4,12,5
918,2013,4,12,6
919,2013,4,12,7
920,2013,4,12,8
921,2013,4,12,9
922,2013,4,12,10
923,2013,4,12,11
924,2013,4,12,12
925,2013,4,12,13
926,2013,4,12,14
927,2013,4,12,15
928,2013,4,12,16
929,2013,4,12,17
930,2013,4,12,18
931,2013,4,12,19
932,2013,4,12,20
933,2013,4,12,21
934,2013,4,12,22
935,2013,4,12,23
936,2013,4,12,24
937,2013,4,12,25
938,2013,4,12,26
939,2013,4,12,27
940,2013,4,12,28
941,2013,4,12,29
942,2013,4,12,30
943,2013,4,12,31
944,2014,1,1,1
945,2014,1,1,2
946,2014,1,1,3
947,2014,1,1,4
948,2014,1,1,5
949,2014,1,1,6
950,2014,1,1,7
951,2014,1,1,8
952,2014,1,1,9
953,2014,1,1,10
954,2014,1,1,11
955,2014,1,1,12
956,2014,1,1,13
957,2014,1,1,14
958,2014,1,1,15
959,2014,1,1,16
960,2014,1,1,17
961,2014,1,1,18
962,2014,1,1,19
963,2014,1,1,20
964,2014,1,1,21
965,2014,1,1,22
966,2014,1,1,23
967,2014,1,1,24
968,2014,1,1,25
969,2014,1,1,26
970,2014,1,1,27
971,2014,1,1,28
972,2014,1,1,29
973,2014,1,1,30
974,2014,1,1,31
975,2014,1,2,1
976,2014,1,2,2
977,2014,1,2,3
978,2014,1,2,4
979,2014,1,2,5
980,2014,1,2,6
981,2014,1,2,7
982,2014,1,2,8
983,2014,1,2,9
984,2014,1,2,10
985,2014,1,2,11
986,2014,1,2,12
987,2014,1,2,13
988,2014,1,2,14
989,2014,1,2,15
990,2014,1,2,16
991,2014,1,2,17
992,2014,1,2,18
993,2014,1,2,19
994,2014,1,2,20
995,2014,1,2,21
996,2014,1,2,22
997,2014,1,2,23
998,2014,1,2,24
999,2014,1,2,25
1000,2014,1,2,26
1001,2014,1,2,27
1002,2014,1,2,28
1003,2014,1,3,1
1004,2014,1,3,2
1005,2014,1,3,3
1006,2014,1,3,4
1007,2014,1,3,5
1008,2014,1,3,6
1009,2014,1,3,7
1010,2014,1,3,8
1011,2014,1,3,9
1012,2014,1,3,10
1013,2014,1,3,11
1014,2014,1,3,12
1015,2014,1,3,13
1016,2014,1,3,14
1017,2014,1,3,15
1018,2014,1,3,16
1019,2014,1,3,17
1020,2014,1,3,18
1021,2014,1,3,19
1022,2014,1,3,20
1023,2014,1,3,21
1024,2014,1,3,22
1025,2014,1,3,23
1026,2014,1,3,24
1027,2014,1,3,25
1028,2014,1,3,26
1029,2014,1,3,27
1030,2014,1,3,28
1031,2014,1,3,29
1032,2014,1,3,30
1033,2014,1,3,31
1034,2014,2,4,1
1035,2014,2,4,2
1036,2014,2,4,3
1037,2014,2,4,4
1038,2014,2,4,5
1039,2014,2,4,6
1040,2014,2,4,7
1041,2014,2,4,8
1042,2014,2,4,9
1043,2014,2,4,10
1044,2014,2,4,11
1045,2014,2,4,12
1046,2014,2,4,13
1047,2014,2,4,14
1048,2014,2,4,15
1049,2014,2,4,16
1050,2014,2,4,17
1051,2014,2,4,18
1052,2014,2,4,19
1053,2014,2,4,20
1054,2014,2,4,21
1055,2014,2,4,22
1056,2014,2,4,23
1057,2014,2,4,24
1058,2014,2,4,25
1059,2014,2,4,26
1060,2014,2,4,27
1061,2014,2,4,28
1062,2014,2,4,29
1063,2014,2,4,30
1064,2014,2,5,1
1065,2014,2,5,2
1066,2014,2,5,3
1067,2014,2,5,4
1068,2014,2,5,5
1069,2014,2,5,6
1070,2014,2,5,7
1071,2014,2,5,8
1072,2014,2,5,9
1073,2014,2,5,10
1074,2014,2,5,11
1075,2014,2,5,12
1076,2014,2,5,13
1077,2014,2,5,14
1078,2014,2,5,15
1079,2014,2,5,16
1080,2014,2,5,17
1081,2014,2,5,18
1082,2014,2,5,19
1083,2014,2,5,20
1084,2014,2,5,21
1085,2014,2,5,22
1086,2014,2,5,23
1087,2014,2,5,24
1088,2014,2,5,25
1089,2014,2,5,26
1090,2014,2,5,27
1091,2014,2,5,28
1092,2014,2,5,29
1093,2014,2,5,30
1094,2014,2,5,31
1095,2014,2,6,1
1096,2014,2,6,2
1097,2014,2,6,3
1098,2014,2,6,4
1099,2014,2,6,5
1100,2014,2,6,6
1101,2014,2,6,7
1102,2014,2,6,8
1103,2014,2,6,9
1104,2014,2,6,10
1105,2014,2,6,11
1106,2014,2,6,12
1107,2014,2,6,13
1108,2014,2,6,14
1109,2014,2,6,15
1110,2014,2,6,16
1111,2014,2,6,17
1112,2014,2,6,18
1113,2014,2,6,19
1114,2014,2,6,20
1115,2014,2,6,21
1116,2014,2,6,22
1117,2014,2,6,23
1118,2014,2,6,24
1119,2014,2,6,25
1120,2014,2,6,26
1121,2014,2,6,27
1122,2014,2,6,28
1123,2014,2,6,29
1124,2014,2,6,30
1125,2023,4,12,10
1126,2023,4,12,11
1127,2023,4,12,12
1128,2023,4,12,13
