DateID,Year,Quarter,Month,Day,SpecialOfferID,Description,DiscountPct,Type,Category,StartDate,EndDate,MinQty,MaxQty,ID,SalesOrderID,TerritoryID,ProductID,SalesOrderNumber,OrderQty,UnitPrice,LineTotal,TotalDue
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13300,46993,2,712,SO46993,14.0,5.0136,68.786592,54842.8645
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13308,46987,7,714,SO46987,12.0,27.879,327.85704,100586.4124
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13388,46967,1,844,SO46967,13.0,11.5942,147.710108,54663.8635
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13445,46981,7,760,SO46981,11.0,454.1342,4895.566676,166537.0808
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13491,46940,6,715,SO46940,11.0,27.879,300.53562,58700.7642
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13627,47004,10,715,SO47004,14.0,27.879,382.49988,59874.7083
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13635,47031,6,715,SO47031,14.0,27.879,382.49988,37379.2239
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13643,47008,6,715,SO47008,12.0,27.879,327.85704,65561.5225
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13651,47012,6,715,SO47012,12.0,27.879,327.85704,45129.3939
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13655,46966,1,862,SO46966,11.0,22.0342,237.528676,46150.5713
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13675,47037,6,715,SO47037,12.0,27.879,327.85704,58619.0956
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13753,46930,6,863,SO46930,12.0,22.0342,259.122192,18920.6206
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13761,46944,1,781,SO46944,12.0,1201.4234,14128.739184,87179.0499
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13855,46974,1,855,SO46974,11.0,52.1942,562.653476,45491.1338
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13871,47006,10,862,SO47006,12.0,22.0342,259.122192,43455.6715
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13887,46994,2,862,SO46994,11.0,22.0342,237.528676,61834.9438
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13911,47028,4,862,SO47028,12.0,22.0342,259.122192,45019.5403
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13913,47055,2,856,SO47055,11.0,52.1942,562.653476,52189.6994
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13929,46997,6,763,SO46997,11.0,454.1342,4895.566676,64799.4164
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13942,47071,8,790,SO47071,1.0,2443.35,2443.35,2699.9018
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13945,47040,5,863,SO47040,12.0,22.0342,259.122192,25194.917
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13950,47073,6,790,SO47073,1.0,2443.35,2443.35,2699.9018
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,14604,47042,5,712,SO47042,12.0,5.0136,58.959936,53375.5838
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15048,47045,4,852,SO47045,11.0,43.4942,468.867476,81115.0688
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15052,47074,1,784,SO47074,1.0,2049.0982,2049.0982,2264.2536
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15056,46964,4,852,SO46964,11.0,43.4942,468.867476,97424.9805
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15204,47076,9,784,SO47076,1.0,2049.0982,2049.0982,2264.2536
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,12663,46947,2,862,SO46947,24.0,20.8945,476.3946,43966.6364
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,13867,47033,1,715,SO47033,16.0,26.437,401.8424,105493.6317
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14003,47067,5,715,SO47067,15.0,26.437,376.72725,20259.3929
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14361,47039,4,863,SO47039,17.0,20.8945,337.446175,37041.7271
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14449,47062,10,863,SO47062,16.0,20.8945,317.5964,23083.5341
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,15497,46971,5,863,SO46971,20.0,20.8945,396.9955,17223.2967
394,2012,2,6,30,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,25,40.0,15513,47065,3,863,SO47065,34.0,18.995,581.247,63052.1356
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13599,46943,5,762,SO46943,1.0,234.897,164.4279,10085.6434
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13607,46960,4,762,SO46960,2.0,234.897,328.8558,11341.988
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13615,46992,4,762,SO46992,2.0,234.897,328.8558,65766.0724
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13623,46936,6,762,SO46936,1.0,234.897,164.4279,7702.3868
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13647,46948,2,762,SO46948,1.0,234.897,164.4279,55440.052
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13663,46980,3,762,SO46980,1.0,234.897,164.4279,56702.8765
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13679,46965,4,762,SO46965,2.0,234.897,328.8558,9558.3823
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13687,46956,3,762,SO46956,1.0,234.897,164.4279,4879.0386
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13823,47041,3,762,SO47041,7.0,234.897,1150.9953,95172.7396
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13839,47066,1,762,SO47066,1.0,234.897,164.4279,64643.6162
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13847,47034,4,762,SO47034,4.0,234.897,657.7116,76433.8823
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13895,47009,10,762,SO47009,2.0,234.897,328.8558,55759.6405
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13903,47011,2,762,SO47011,3.0,234.897,493.2837,18932.1018
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13927,46996,5,762,SO46996,2.0,234.897,328.8558,71753.9051
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13935,47032,4,762,SO47032,3.0,234.897,493.2837,5758.2551
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13943,47027,4,762,SO47027,7.0,234.897,1150.9953,118290.7501
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13951,47061,10,762,SO47061,1.0,234.897,164.4279,16446.4845
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13959,46988,4,762,SO46988,13.0,234.897,2137.5627,89930.0449
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,13967,47054,1,762,SO47054,3.0,234.897,493.2837,47820.1104
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,14263,46968,3,762,SO46968,3.0,234.897,493.2837,17918.1412
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,14271,46986,2,762,SO46986,4.0,234.897,657.7116,7447.5551
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,14279,47018,4,762,SO47018,9.0,234.897,1479.8511,121122.2311
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,14295,47001,2,762,SO47001,6.0,234.897,986.5674,78688.2955
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,14471,46995,5,762,SO46995,1.0,234.897,164.4279,9621.2115
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,14479,46959,6,762,SO46959,4.0,234.897,657.7116,101655.5719
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,14487,46978,1,762,SO46978,1.0,234.897,164.4279,205.8638
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,14503,46933,5,762,SO46933,3.0,234.897,493.2837,53852.7385
394,2012,2,6,30,9,Road-650 Overstock,0.3,Excess Inventory,Reseller,30/5/2012 0:00,30/7/2012 0:00,0,,14511,46983,7,762,SO46983,4.0,234.897,657.7116,16592.3909
395,2012,3,7,1,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15618,47077,10,790,SO47077,1.0,2443.35,2443.35,2699.9018
396,2012,3,7,2,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15625,47088,1,790,SO47088,1.0,2443.35,2443.35,2699.9018
397,2012,3,7,3,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15635,47093,4,790,SO47093,1.0,2443.35,2443.35,2699.9018
397,2012,3,7,3,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15637,47092,6,790,SO47092,1.0,2443.35,2443.35,2699.9018
398,2012,3,7,4,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15639,47106,6,790,SO47106,1.0,2443.35,2443.35,2699.9018
399,2012,3,7,5,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15645,47118,7,784,SO47118,1.0,2049.0982,2049.0982,2264.2536
399,2012,3,7,5,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15651,47108,7,790,SO47108,1.0,2443.35,2443.35,2699.9018
399,2012,3,7,5,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15653,47111,6,790,SO47111,1.0,2443.35,2443.35,2699.9018
402,2012,3,7,8,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15676,47142,9,790,SO47142,1.0,2443.35,2443.35,2699.9018
402,2012,3,7,8,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15678,47143,9,784,SO47143,1.0,2049.0982,2049.0982,2264.2536
405,2012,3,7,11,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15693,47160,9,790,SO47160,1.0,2443.35,2443.35,2699.9018
405,2012,3,7,11,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15695,47163,9,784,SO47163,1.0,2049.0982,2049.0982,2264.2536
405,2012,3,7,11,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15697,47157,6,790,SO47157,1.0,2443.35,2443.35,2699.9018
405,2012,3,7,11,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15699,47159,4,784,SO47159,1.0,2049.0982,2049.0982,2264.2536
408,2012,3,7,14,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15726,47196,4,784,SO47196,1.0,2049.0982,2049.0982,2264.2536
408,2012,3,7,14,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15728,47190,6,790,SO47190,1.0,2443.35,2443.35,2699.9018
410,2012,3,7,16,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15747,47208,9,790,SO47208,1.0,2443.35,2443.35,2699.9018
410,2012,3,7,16,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15749,47211,9,784,SO47211,1.0,2049.0982,2049.0982,2264.2536
411,2012,3,7,17,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15752,47218,9,790,SO47218,1.0,2443.35,2443.35,2699.9018
411,2012,3,7,17,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15758,47219,9,784,SO47219,1.0,2049.0982,2049.0982,2264.2536
412,2012,3,7,18,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15764,47224,8,790,SO47224,1.0,2443.35,2443.35,2699.9018
412,2012,3,7,18,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15766,47231,8,784,SO47231,1.0,2049.0982,2049.0982,2264.2536
