DateID,Year,Quarter,Month,Day,SpecialOfferID,Description,DiscountPct,Type,Category,StartDate,EndDate,MinQty,MaxQty,ID,SalesOrderID,TerritoryID,ProductID,SalesOrderNumber,OrderQty,UnitPrice,LineTotal,TotalDue
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,12648,46953,6,716,SO46953,12.0,27.879,327.85704,71396.7886
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,12694,46957,1,707,SO46957,14.0,19.5136,267.726592,84892.4274
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13292,46953,6,714,SO46953,13.0,27.879,355.17846,71396.7886
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13300,46993,2,712,SO46993,14.0,5.0136,68.786592,54842.8645
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13308,46987,7,714,SO46987,12.0,27.879,327.85704,100586.4124
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13388,46967,1,844,SO46967,13.0,11.5942,147.710108,54663.8635
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13437,46957,1,824,SO46957,12.0,136.8945,1609.87932,84892.4274
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13445,46981,7,760,SO46981,11.0,454.1342,4895.566676,166537.0808
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13491,46940,6,715,SO46940,11.0,27.879,300.53562,58700.7642
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13499,46993,2,849,SO46993,13.0,34.7942,443.278108,54842.8645
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13560,46981,7,852,SO46981,11.0,43.4942,468.867476,166537.0808
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13627,47004,10,715,SO47004,14.0,27.879,382.49988,59874.7083
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13635,47031,6,715,SO47031,14.0,27.879,382.49988,37379.2239
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13639,46957,1,862,SO46957,13.0,22.0342,280.715708,84892.4274
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13643,47008,6,715,SO47008,12.0,27.879,327.85704,65561.5225
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13651,47012,6,715,SO47012,12.0,27.879,327.85704,45129.3939
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13655,46966,1,862,SO46966,11.0,22.0342,237.528676,46150.5713
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13659,46987,7,815,SO46987,13.0,35.2321,448.856954,100586.4124
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13667,46987,7,715,SO46987,11.0,27.879,300.53562,100586.4124
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13675,47037,6,715,SO47037,12.0,27.879,327.85704,58619.0956
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13703,46981,7,855,SO46981,11.0,52.1942,562.653476,166537.0808
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13728,47037,6,852,SO47037,11.0,43.4942,468.867476,58619.0956
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13753,46930,6,863,SO46930,12.0,22.0342,259.122192,18920.6206
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13761,46944,1,781,SO46944,12.0,1201.4234,14128.739184,87179.0499
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13769,46993,2,863,SO46993,12.0,22.0342,259.122192,54842.8645
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13855,46974,1,855,SO46974,11.0,52.1942,562.653476,45491.1338
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13871,47006,10,862,SO47006,12.0,22.0342,259.122192,43455.6715
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13887,46994,2,862,SO46994,11.0,22.0342,237.528676,61834.9438
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13897,46987,7,863,SO46987,12.0,22.0342,259.122192,100586.4124
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13905,46987,7,856,SO46987,11.0,52.1942,562.653476,100586.4124
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13911,47028,4,862,SO47028,12.0,22.0342,259.122192,45019.5403
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13913,47055,2,856,SO47055,11.0,52.1942,562.653476,52189.6994
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13921,46974,1,863,SO46974,11.0,22.0342,237.528676,45491.1338
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13929,46997,6,763,SO46997,11.0,454.1342,4895.566676,64799.4164
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13937,46997,6,770,SO46997,14.0,454.1342,6230.721224,64799.4164
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13942,47071,8,790,SO47071,1.0,2443.35,2443.35,2699.9018
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13945,47040,5,863,SO47040,12.0,22.0342,259.122192,25194.917
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13950,47073,6,790,SO47073,1.0,2443.35,2443.35,2699.9018
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,13978,46953,6,711,SO46953,13.0,19.5136,248.603264,71396.7886
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,14254,47012,6,843,SO47012,11.0,14.5,156.31,45129.3939
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,14444,47004,10,712,SO47004,14.0,5.0136,68.786592,59874.7083
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,14596,47012,6,712,SO47012,14.0,5.0136,68.786592,45129.3939
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,14604,47042,5,712,SO47042,12.0,5.0136,58.959936,53375.5838
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,14612,47042,5,714,SO47042,12.0,27.879,327.85704,53375.5838
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,14765,46997,6,760,SO46997,12.0,454.1342,5340.618192,64799.4164
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,14834,46993,2,854,SO46993,13.0,43.4942,554.116108,54842.8645
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15040,47055,2,852,SO47055,12.0,43.4942,511.491792,52189.6994
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15044,47004,10,852,SO47004,13.0,43.4942,554.116108,59874.7083
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15048,47045,4,852,SO47045,11.0,43.4942,468.867476,81115.0688
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15052,47074,1,784,SO47074,1.0,2049.0982,2049.0982,2264.2536
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15056,46964,4,852,SO46964,11.0,43.4942,468.867476,97424.9805
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15200,47008,6,716,SO47008,11.0,27.879,300.53562,65561.5225
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15204,47076,9,784,SO47076,1.0,2049.0982,2049.0982,2264.2536
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15517,47012,6,856,SO47012,14.0,52.1942,716.104424,45129.3939
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15597,47037,6,711,SO47037,12.0,19.5136,229.479936,58619.0956
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15599,46974,1,854,SO46974,11.0,43.4942,468.867476,45491.1338
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15601,47004,10,854,SO47004,13.0,43.4942,554.116108,59874.7083
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15603,47008,6,711,SO47008,13.0,19.5136,248.603264,65561.5225
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15605,47012,6,854,SO47012,13.0,43.4942,554.116108,45129.3939
394,2012,2,6,30,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,11,14.0,15607,47042,5,854,SO47042,11.0,43.4942,468.867476,53375.5838
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,12663,46947,2,862,SO46947,24.0,20.8945,476.3946,43966.6364
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,12689,46947,2,863,SO46947,18.0,20.8945,357.29595,43966.6364
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,12751,46981,7,789,SO46981,15.0,1343.8425,19149.755625,166537.0808
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,12796,46981,7,712,SO46981,15.0,4.7543,67.748775,166537.0808
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,12848,46967,1,852,SO46967,16.0,41.2445,626.9164,54663.8635
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,12916,46957,1,712,SO46957,15.0,4.7543,67.748775,84892.4274
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,12947,46981,7,715,SO46981,18.0,26.437,452.0727,166537.0808
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,12972,46953,6,712,SO46953,16.0,4.7543,72.26536,71396.7886
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,13217,46953,6,856,SO46953,16.0,49.4945,752.3164,71396.7886
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,13361,46957,1,806,SO46957,18.0,56.2595,962.03745,84892.4274
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,13377,46957,1,863,SO46957,18.0,20.8945,357.29595,84892.4274
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,13576,46993,2,852,SO46993,17.0,41.2445,666.098675,54842.8645
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,13729,46944,1,863,SO46944,16.0,20.8945,317.5964,87179.0499
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,13867,47033,1,715,SO47033,16.0,26.437,401.8424,105493.6317
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14003,47067,5,715,SO47067,15.0,26.437,376.72725,20259.3929
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14276,46974,1,712,SO46974,19.0,4.7543,85.815115,45491.1338
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14359,47045,4,862,SO47045,17.0,20.8945,337.446175,81115.0688
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14361,47039,4,863,SO47039,17.0,20.8945,337.446175,37041.7271
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14449,47062,10,863,SO47062,16.0,20.8945,317.5964,23083.5341
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14587,47055,2,715,SO47055,16.0,26.437,401.8424,52189.6994
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14649,47006,10,863,SO47006,16.0,20.8945,317.5964,43455.6715
394,2012,2,6,30,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,31/5/2011 0:00,30/5/2014 0:00,15,-24.0,14689,47031,6,863,SO47031,17.0,20.8945,337.446175,37379.2239
